Date,Tweet,Sentiment
1/13/2020,"Tough times ahead? 😰 Nearly 16 lakh lesser jobs are projected to be created in FY20 compared to 89.7 lakh fresh jobs in FY19. Your thoughts? 🧐

#EconomicSlowdown #Employment @TheOfficialSBI #SBI

https://t.co/krVyAD4lsP",Positive
1/13/2020,"SBI's recently-introduced loan offering – Residential Builder Finance with Buyer Guarantee – has been the centre of attention since its launch last week. 

https://t.co/FcluGvZ8mD",Neutral
1/10/2020,"#SBI’s new finance scheme with buyer guarantee: Should a bank own up potential failures of a builder? https://t.co/Ybl8awBRXi

#RealEstate #Homebuyers #Property @TheOfficialSBI https://t.co/E3DaZ4rGVA",Positive
1/9/2020,"SBI has announced the RBBG scheme, which will issue a guarantee of completion for select residential projects to its home loan customers
https://t.co/R5UBZ3fTkK",Neutral
1/7/2020,The loans were given by a consortium of 18 banks led by the @TheOfficialSBI and the Indian Renewable Energy Development Agency https://t.co/6i2tHUGTFD,Neutral
1/3/2020,The company has borrowed secured term loan from SBI with the principal being of Rs 177.72 crore and having a total tenure of 143 months at an interest rate of 9.95 per cent per annum. https://t.co/7eKHt8CCRB,Neutral
1/3/2020,"In a release dated January 3, the State Bank of India said the effect of the proposed strike on its operations would be minimal. The six bank unions reportedly going on strike have very few SBI employees as their members https://t.co/WQAQkUKgIs",Negative
1/3/2020,"PSU banks are looking to update their corporate lending practices from the present asset-based funding model to the one that's more reliant on measured cash flow statements, here's why.

#Banking #SBI #Banks https://t.co/eFoFJImeCl",Positive
1/2/2020,"The online registration process will start on January 3, 2020. The last date for registration and payment of fees for the same is January 26, 2020, @TheOfficialSBI said in a release https://t.co/QNeX0p6vuO",Neutral
1/2/2020,"While @TheOfficialSBI has put on sale three assets worth Rs 1,554.87 crore, state-run @UnionBankTweets has invited bids to sell 11 NPAs worth Rs 1,280.87 crore, according to separate public notices by the two lenders https://t.co/0Da7Xlf9zm",Positive
1/2/2020,"#SBI recently cut its lending rates linked to #RBI's repo rate by 25 bps, lowering borrowing costs for homebuyers. Will the rate cut push property sales in 2020? @VandanaRamnani1 decodes

@TheOfficialSBI #RealEstate #Property 

https://t.co/ThAGhAvyr8",Neutral
1/1/2020,"Are you an #SBI customer? Starting today, here are the 3 new changes in rules that will take place in #NewYear2020.

@TheOfficialSBI #Welcome2020

https://t.co/7u7F9oxOxN",Positive
1/1/2020,"State Bank of India (@TheOfficialSBI) is examining the possibility of floating a distressed asset fund in 2020

#sbi
https://t.co/50YXf0B3hA",Neutral
12/30/2019,#TopStoriesOnMC | Check out the top stories on Moneycontrol 👇 https://t.co/CVwkXJulgC #MahaVikasAghadi #Maharashtra #SBI #Aadhaar #AjitPawar https://t.co/8IyE6cyLOZ,Positive
12/30/2019,"#SBI reduced its external benchmark-based rate (EBR) by 25 basis points from 8.05% to 7.80%. Here's all you need to know 

@TheOfficialSBI 
https://t.co/4AFpnix4c7",Neutral
12/29/2019,"India’s largest bank, @TheOfficialSBI, is looking at a profit turnaround. But its increased exposure to NBFCs may inflict new wounds. Subscribe to #MCPro as we tell you why it is our tactical pick this week.

#StateBankOfIndia #SBI #StockMarket 

https://t.co/KTOSm22e6o",Positive
12/27/2019,"#SBI to introduce OTP-based cash withdrawal system from #NewYear

@TheOfficialSBI
https://t.co/fJJBcYsS5V",Neutral
12/27/2019,"India’s largest bank, @TheOfficialSBI, is looking at a profit turnaround. But its increased exposure to NBFCs may inflict new wounds. Subscribe to #MCPro as we tell you why it is our tactical pick this week.

#StateBankOfIndia #SBI #StockMarket 
https://t.co/KTOSm22e6o",Positive
12/27/2019,"#MarketsWithMC | Opening Bell 🔔: Nifty starts Jan series above 12,150, Sensex up 100 points; #YesBank, SBI in focus

#StocksToWatch | #StockMarket LIVE: https://t.co/3BxRloYRa9 https://t.co/sp9vsY2Xrv",Positive
12/22/2019,"#RelianceIndustries has displaced state-owned Indian Oil Corporation (IOC) to top @FortuneIndia 500 list https://t.co/GOgaZyrrSP

#Fortune500 #StockMarket #Sensex #TataMotors #SBI https://t.co/0TpCjMGu5N",Positive
12/18/2019,"""I think #UdayKotak is the best candidate to acquire #YesBank. You need deep pockets, Uday has that,"" @TheOfficialSBI Chairman Rajnish Kumar said. Your thoughts? 

@udaykotak 
https://t.co/NjUybx49ub",Positive
12/17/2019,"""I think #UdayKotak is the best candidate to acquire #YesBank. You need deep pockets, Uday has that,"" @TheOfficialSBI Chairman Rajnish Kumar said. Your thoughts? 

@udaykotak 
https://t.co/NjUybxlKlJ",Positive
12/17/2019,"#RelianceIndustries has displaced state-owned Indian Oil Corporation (IOC) to top @FortuneIndia 500 list https://t.co/GOgaZyrrSP

#Fortune500 #StockMarket #Sensex #TataMotors #SBI https://t.co/fqiLBPOEH3",Positive
12/15/2019,".@RBI recently pointed out that @TheOfficialSBI under-reported bad loans by Rs 11,900 crore during FY 2019. Moneycontrol’s @sakshibatra18 explains what really happened and what this means for the bank and its shareholders now https://t.co/Sj7pIRTuH1",Negative
12/14/2019,".@RBI recently pointed out that @TheOfficialSBI under-reported bad loans by Rs 11,900 crore during FY 2019. Moneycontrol’s @sakshibatra18 explains what really happened and what this means for the bank and its shareholders now. https://t.co/zQKXQL52ev",Negative
12/13/2019,"#MarketsWithMC | BSE has said @SBICard_Connect has made an application to list commercial paper for an issue size of Rs 400 crore. Here's more.

#SBI #SBICard 

https://t.co/lYGGqXUEgV",Positive
12/11/2019,"A consortium of banks led by @TheOffficialSBI has sought a bankruptcy order against #VijayMallya, here's why. 

#SBI 

https://t.co/Na0Z3CxXUO",Neutral
12/11/2019,"#BarbequeNation has hired 2 additional merchant bankers, SBI Capital and Ambit Capital, and is preparing a fresh draft red herring prospectus to be filed with #SEBI this month or early next month, sources told @ashwinmohansays 

@BarbequeNation
https://t.co/4AmUekT1Az",Positive
12/10/2019,".@TheOfficialSBI, today, reported bad loan divergence of Rs 11,932 crore for the last financial year. Here's what it means for #StateBankOfIndia 👇

https://t.co/tOWNUK1GE9",Negative
12/10/2019,"Are you planning to apply for a home #loan🏡? There might be some good news for buyers as #SBI reduces MCLR by 10 bps https://t.co/ncKagzKePQ

#HomeLoans https://t.co/Krpqnmsroz",Positive
12/7/2019,"UTI AMC-PSUs-SEBI Saga: Is it a special case treatment of SEBI relenting with extension for stakeholders SBI, LIC and BoB? (Via @HimadriBuch)
https://t.co/VlPhiKObrY https://t.co/c9kvB1jxzG",Positive
12/4/2019,"“It's very difficult to read into the minds of @RBI's MPC but 50 bps rate cut seems to be a very ambitious expectation,” said @TheOfficialSBI Chairman Rajnish Kumar in an interview with @CNBCTV18News. Here's what he said on #RBIPolicy 👇 

#RBI #SBI 

https://t.co/zOdBw83VZj",Negative
12/4/2019,"Just In | State Bank of India approves stake sale in UTI AMC via #IPO. Board approves selling up to 8.25% stake

@TheOfficialSBI https://t.co/XPS9C2jh86",Neutral
12/2/2019,"Here's why @SBIMF has written off 100% exposure to Reliance Home Finance in 12 of its debt schemes.

#SBI #MutualFunds 

https://t.co/3oAhRkJwZV",Neutral
12/2/2019,"NCLT admits #RBI application for initiation of Insolvency Resolution Process vs #DHFL

RBI counsel to NCLT in DHFL Case:
⏭️Proceedings against DHFL on basis of default on repayment to SBI. SBI has $240m ECB exposure to DHFL; default to SBI at $2.1m https://t.co/fhNGK9p4d5",Neutral
11/29/2019,"EXCLUSIVE @CNBCTV18Live sources say: RBI files insolvency application against DHFL at Mumbai NCLT, under Sec 227 of IBC. This application is on DHFL’s default reported by SBI.

@RBI seeks appointment of R Subramaniakumar as Resolution Professional https://t.co/C2VUkmwPqD",Neutral
11/28/2019,"#MCpodcast | Missed out on top stories?📰 From #UddhavThackeray is Maharashtra CM to #SBI Cards IPO, check all crucial news

Tune into our 'In The News' #podcast🎙️

@Ruchtk @shraddhasharma5 @siddhaysh #ShivajiPark #UddhavMahaCM 
https://t.co/9ui7hCUS1s",Positive
11/25/2019,"#MarketsWithMC | Here’s a headstart to your trading day with #stockmarket cues. @TheOfficialSBI, Safari Industries, and @EdelweissFin are #StocksToWatch today. Get an update on what's happening in international markets:  https://t.co/K256IMn8O2

(via @SakshiBatra18 &amp; @KshAnand) https://t.co/60s73qNm0n",Neutral
11/23/2019,"SBI raises Rs 3,814 cr from perpetual bonds

https://t.co/N6FgIsXhWi",Neutral
11/22/2019,"#SBI Cards is all set to file its draft red herring prospectus (DRHP) early next week and move towards launching the first domestic #IPO by a pure-play #creditcard company, sources said https://t.co/4aeBUvpCID

@SBICard_Connect @TheOfficialSBI https://t.co/0y4i0mCXJX",Positive
11/19/2019,"#MarketsWithMC | Here's why shares of SBI Life Insurance fell 5.6% intraday today.

#StocksToWatch #StockMarket @SBILife 

https://t.co/irt6D9Obpd",Neutral
11/18/2019,"#EXCLUSIVE | @OneCarlyle has launched a block deal to sell around 3% stake in #SBI Life Insurance and make a part exit, sources told @ashwinmohansays. At current market price, a 3% stake in @SBILife is valued at around Rs 3,000 crores.
https://t.co/qF2ZW4SCCf",Neutral
11/18/2019,"Currently, there are 3 pension fund managers for the govt sector - LIC Pension Fund, SBI Pension Fund and UTI Retirement Solutions. @PFRDAOfficial's move may attract more companies offering the service, writes @Maamitalks 

https://t.co/8F6CZoslYp",Positive
11/18/2019,"#MarketsWithMC | All brokerages remained bullish on #SBI and @ICICIBank, which would be the biggest beneficiaries in resolution of IBC cases, including #EssarSteel.

#StockMarket #StocksToWatch @TheOfficialSBI 

https://t.co/XwvjQxHFl4",Neutral
11/15/2019,"#MarketsWithMC | Shares of PSU banks rallied 1-9% after the Supreme Court delivered its verdict in the #EssarSteel case.

#essar #SBI #stockstowatch 
https://t.co/NoI2omL3cV",Neutral
11/6/2019,"In a big relief to #homebuyers, FM Nirmala Sitharaman said the govt will bring a special window wherein it will put Rs 10,000 crore in the AIF. Also, SBI &amp; LIC will provide Rs 15,000 crore, taking the total to Rs 25,000 crore.

@VandanaRamnani1 #RealEstate
https://t.co/y24nlobYYj",Positive
11/6/2019,"@nsitharaman @nsitharamanoffc @FinMinIndia #SBI Capital to manage #RealEstate AIF via an escrow account. SBI to prioritise projects as per viability &amp; net worth to decide on disbursement. #RBI to soon issue clarificatory note on realty fund: FM #NirmalaSitharaman

@RBI | Track @NSitharaman LIVE: https://t.co/WepvJUz1Jl https://t.co/2XWUwx8ZFH",Positive
11/6/2019,"SBI Capital to manage #realestate fund initially. Fund will also help projects that are NPAs. AIF will fund incomplete projects where housing units valued at &lt; Rs 2 cr in metros and &lt; Rs 1 cr in non-metros: FM #NirmalaSitharaman

Track @NSitharaman  LIVE:
https://t.co/WepvJUz1Jl https://t.co/nWoRNlRelh",Positive
11/6/2019,"We introduce a special window of Rs 10,000 cr AIF for realty sector. Total fund size is expected to be Rs 25,000 crore initially. Have spoken to SBI, LIC &amp; others to take corpus of realty AIF to Rs 25,000 cr.: FM @NSitharaman on #RealEstate

Track FM LIVE:
https://t.co/WepvJUz1Jl https://t.co/kwRwYzsJNj",Positive
11/6/2019,"[Partnered] Mr Rajnish Kumar, Chairman of SBI, will highlight the trends &amp; opportunities of the Housing Finance Sector, in discussion with @Lathavenkatesh6 - Executive Editor, @CNBCTV18News Only at #IMLC2019 @IMGCweb https://t.co/3GfXnEqogu",Neutral
11/1/2019,"The State Bank of India savings account interest rate are set to change from today. @Faizanjjshaikh shares all the details need to know

#SBI #Banking @TheOfficialSBI 
https://t.co/FxZ58jh46T",Neutral
10/31/2019,"India’s largest public sector bank, State Bank of India (@TheOfficialSBI), is set to reduce the interest rates on savings bank accounts starting next month, i.e., from November 1
https://t.co/FxZ58jh46T",Neutral
10/29/2019,"#EarningsWithMC | Brokerage houses remain bullish on the country's largest lender State Bank of India after Q2 earnings. Should you buy?

@TheOfficialSBI 
https://t.co/4eIJgJl71w",Neutral
10/26/2019,"It looked all good for SBI on the bad loan front. Then, why is it suddenly worried after the Supreme Court’s telecom ruling?
https://t.co/zeWhuGiQ3x (via @nehadave01)",Positive
10/25/2019,"@TheOfficialSBI #EarningsWithMC | State Bank of India has reported a more than three-fold increase in Q2 FY20, despite higher provisions, with improvement in asset quality. What is your take on the results?

@TheOfficialSBI 
https://t.co/inhjg3mHkq",Positive
10/25/2019,"@TheOfficialSBI #EarningsWithMC | State Bank of India releases Q2 results: 

➡️ Net profit at Rs 3,012 cr vs Rs 945 cr (YoY)
➡️Net NPA at 2.79% vs 3.07% (QoQ)
➡️Fresh slippages at Rs 8,805 cr vs Rs 16,212 cr (QoQ)
➡️One-time gain of Rs 3,484 cr on sale of partial 
 investment in SBI Life https://t.co/2WM4EHZig6",Negative
10/25/2019,"@TheOfficialSBI #EarningsWithMC | State Bank of India releases Q2 results: 

➡️Gross NPA at 7.19% vs 7.53% (QoQ)
➡️Tax expense at Rs 2,048 cr vs Rs 868 cr (YoY)
➡️Provisions at Rs 13,139 cr vs Rs 9,183 cr (QoQ)
➡️Gross NPA at Rs 1.61 lakh cr vs Rs 1.68 lakh cr (QoQ)

@TheOfficialSBI https://t.co/hr5gW3JkjL",Neutral
10/25/2019,"#BREAKING | State Bank of India releases Q2 results. Net profit at Rs 3,012 crore

@TheOfficialSBI #EarningsWithMC https://t.co/3BtON7TvDM",Neutral
10/25/2019,"#EarningsWithMC | State Bank of India's Q2 earnings profit may get impacted by one-off deferred tax assets (DTA) adjustment. Here are some vital points you should know as an investor

@TheOfficialSBI #SBI
https://t.co/kVBh7McQYW",Positive
10/25/2019,"#MarketsWithMC | Here’s a headstart to your trading day with #stockmarket cues. ITC, SBI, Tata Motors are #stockstowatch today. Get a quick update on what's happening in international markets https://t.co/U2Vx9WFOrC (via @sakshibatra18 &amp; @kshanand) https://t.co/O90KjCBQc3",Positive
10/21/2019,"Good news for #SBI customers as it unveils a new 'SBI Card Pay' feature, which enables contact-less payments. Know more as @Faizanjjshaikh explains its key features

@TheOfficialSBI #StateBankOfIndia  

https://t.co/IqFuzZt78y",Positive
10/18/2019,"Your credit score just got more important. Now, your credit score will influence your repo-rate loan rate. This is important if you seek a loan in future, @Thanawala_Hiral reports: https://t.co/vru3Q07RR9

#HomeLoans #InterestRates @TheOfficialSBI @BankOfBaroda @UnionBankTweets https://t.co/1NaewZaUbI",Positive
10/17/2019,".@SBIGeneral is a joint venture between #SBI and @IAGAust. Here's what the 26% stake sale to Premji Invest and Warburg Pincus will mean for SBI and Insurance Australia Group.

#Insurance 

https://t.co/eSQZ6IqJCn",Negative
10/15/2019,"Any action which ED or any other central authority has to take, they can take with the existing promoters and attach their personal assets leaving their companies away: @TheOfficialSBI chairman Rajnish Kumar
https://t.co/OhsRxnm7GU",Negative
10/13/2019,"The proposed merger PNB, UBI, and OBC will lead to the creation of the country's second-largest lender after SBI

https://t.co/3iLjEWjJcA",Neutral
